record_id,Date and time,Temperature,Description
568,2017-11-24 15:00:00,277.41,sky is clear
569,2017-11-24 16:00:00,280.44,few clouds
570,2017-11-24 17:00:00,282.94,sky is clear
571,2017-11-24 18:00:00,285.4,sky is clear
572,2017-11-24 19:00:00,287.5,sky is clear
573,2017-11-24 20:00:00,289.46,sky is clear
574,2017-11-24 21:00:00,289.7,sky is clear
575,2017-11-24 22:00:00,289.76,few clouds
576,2017-11-24 23:00:00,288.35,few clouds
577,2017-11-25 00:00:00,286.98,few clouds
578,2017-11-25 01:00:00,286.26,few clouds
579,2017-11-25 02:00:00,285.85,few clouds
580,2017-11-25 03:00:00,285.37,scattered clouds
581,2017-11-25 04:00:00,284.61,scattered clouds
582,2017-11-25 05:00:00,283.61,sky is clear
583,2017-11-25 06:00:00,284.37,scattered clouds
584,2017-11-25 07:00:00,284.16,scattered clouds
585,2017-11-25 08:00:00,283.07,sky is clear
586,2017-11-25 09:00:00,282.6,sky is clear
587,2017-11-25 10:00:00,281.95,sky is clear
588,2017-11-25 11:00:00,279.75,sky is clear
589,2017-11-25 12:00:00,279.42,sky is clear
590,2017-11-25 13:00:00,278.32,few clouds
591,2017-11-25 14:00:00,277.77,few clouds
592,2017-11-25 15:00:00,278.67,sky is clear
593,2017-11-25 16:00:00,280.24,sky is clear
594,2017-11-25 17:00:00,281.05,few clouds
595,2017-11-25 18:00:00,281.86,few clouds
596,2017-11-25 19:00:00,282.58,sky is clear
597,2017-11-25 20:00:00,282.84,sky is clear
598,2017-11-25 21:00:00,283.14,sky is clear
599,2017-11-25 22:00:00,282.34,sky is clear
600,2017-11-25 23:00:00,281.34,sky is clear
601,2017-11-26 00:00:00,279.76,sky is clear
602,2017-11-26 01:00:00,278.55,sky is clear
603,2017-11-26 02:00:00,278.24,sky is clear
604,2017-11-26 03:00:00,277.64,sky is clear
605,2017-11-26 04:00:00,276.64,sky is clear
606,2017-11-26 05:00:00,276.24,sky is clear
607,2017-11-26 06:00:00,275.25,sky is clear
608,2017-11-26 07:00:00,273.86,sky is clear
609,2017-11-26 08:00:00,273.5,sky is clear
610,2017-11-26 09:00:00,271.53,sky is clear
611,2017-11-26 10:00:00,271.36,sky is clear
612,2017-11-26 11:00:00,270.86,sky is clear
613,2017-11-26 12:00:00,270.59,few clouds
614,2017-11-26 13:00:00,269.96,few clouds
615,2017-11-26 14:00:00,270.16,sky is clear
616,2017-11-26 15:00:00,271.48,few clouds
617,2017-11-26 16:00:00,274.58,scattered clouds
618,2017-11-26 17:00:00,276.59,scattered clouds
619,2017-11-26 18:00:00,278.5,scattered clouds
620,2017-11-26 19:00:00,280.23,few clouds
621,2017-11-26 20:00:00,281.24,few clouds
622,2017-11-26 21:00:00,282.24,few clouds
623,2017-11-26 22:00:00,282.78,few clouds
624,2017-11-26 23:00:00,281.76,scattered clouds
625,2017-11-27 00:00:00,280.56,scattered clouds
626,2017-11-27 01:00:00,279.52,sky is clear
627,2017-11-27 02:00:00,280.35,sky is clear
628,2017-11-27 03:00:00,280.32,sky is clear
629,2017-11-27 04:00:00,280.35,sky is clear
630,2017-11-27 05:00:00,278.89,sky is clear
631,2017-11-27 06:00:00,277.8,sky is clear
632,2017-11-27 07:00:00,276.52,sky is clear
633,2017-11-27 08:00:00,275.61,sky is clear
634,2017-11-27 09:00:00,275.06,sky is clear
635,2017-11-27 10:00:00,274.23,mist
636,2017-11-27 11:00:00,273.14,mist
637,2017-11-27 12:00:00,272.34,mist
638,2017-11-27 13:00:00,272.43,mist
639,2017-11-27 14:00:00,273.21,mist
640,2017-11-27 15:00:00,275.1,mist
641,2017-11-27 16:00:00,278.77,haze
642,2017-11-27 17:00:00,281.94,haze
643,2017-11-27 18:00:00,283.13,haze
644,2017-11-27 19:00:00,285.25,sky is clear
645,2017-11-27 20:00:00,286.54,sky is clear
646,2017-11-27 21:00:00,286.44,sky is clear
647,2017-11-27 22:00:00,286.14,broken clouds
648,2017-11-27 23:00:00,285.44,broken clouds
649,2017-11-28 00:00:00,283.39,broken clouds
650,2017-11-28 01:00:00,284.53,broken clouds
651,2017-11-28 02:00:00,284.73,overcast clouds
652,2017-11-28 03:00:00,285.33,sky is clear
653,2017-11-28 04:00:00,285.32,sky is clear
654,2017-11-28 05:00:00,285.32,sky is clear
655,2017-11-28 06:00:00,284.96,sky is clear
656,2017-11-28 07:00:00,285.06,sky is clear
657,2017-11-28 08:00:00,284.42,sky is clear
658,2017-11-28 09:00:00,284.25,sky is clear
659,2017-11-28 10:00:00,283.98,sky is clear
660,2017-11-28 11:00:00,284.15,sky is clear
661,2017-11-28 12:00:00,283.79,sky is clear
662,2017-11-28 13:00:00,283.96,sky is clear
663,2017-11-28 14:00:00,284.05,few clouds
664,2017-11-28 15:00:00,284.65,broken clouds
665,2017-11-28 16:00:00,285.65,broken clouds
666,2017-11-28 17:00:00,286.25,overcast clouds
667,2017-11-28 18:00:00,287.5,broken clouds
668,2017-11-28 19:00:00,289.05,overcast clouds
669,2017-11-28 20:00:00,289.32,overcast clouds
670,2017-11-28 21:00:00,289.54,broken clouds
671,2017-11-28 22:00:00,288.95,overcast clouds
672,2017-11-28 23:00:00,289.39,overcast clouds
673,2017-11-29 00:00:00,287.04,overcast clouds
674,2017-11-29 01:00:00,285.95,light rain
675,2017-11-29 02:00:00,284.51,broken clouds
676,2017-11-29 03:00:00,282.96,sky is clear
677,2017-11-29 04:00:00,282.04,scattered clouds
678,2017-11-29 05:00:00,281.26,sky is clear
679,2017-11-29 06:00:00,280.06,sky is clear
680,2017-11-29 07:00:00,279.44,sky is clear
681,2017-11-29 08:00:00,277.69,sky is clear
682,2017-11-29 09:00:00,277.16,sky is clear
683,2017-11-29 10:00:00,275.97,sky is clear
684,2017-11-29 11:00:00,273.97,sky is clear
685,2017-11-29 12:00:00,274.08,sky is clear
686,2017-11-29 13:00:00,273.78,sky is clear
687,2017-11-29 14:00:00,273.26,sky is clear
688,2017-11-29 15:00:00,275.21,sky is clear
689,2017-11-29 16:00:00,278.03,sky is clear
690,2017-11-29 17:00:00,279.58,sky is clear
691,2017-11-29 18:00:00,280.31,few clouds
692,2017-11-29 19:00:00,281.05,few clouds
693,2017-11-29 20:00:00,281.34,few clouds
694,2017-11-29 21:00:00,281.69,sky is clear
695,2017-11-29 22:00:00,281.07,few clouds
696,2017-11-29 23:00:00,280.06,sky is clear
697,2017-11-30 00:00:00,278.46,sky is clear
